"국가","광종","수입","항목","단위","2023 년",
"독일","규  선  석(MT)","수입금액","수입 실적","","1",
"독일","규  선  석(MT)","수입물량","수입 실적","","0",
"독일","중  정  석(MT)","수입%","수입 실적","","0",
"독일","중  정  석(MT)","수입금액","수입 실적","","38",
"독일","중  정  석(MT)","수입물량","수입 실적","","30",
"독일","마그네사이트(MT)","수입%","수입 실적","","1",
"독일","마그네사이트(MT)","수입금액","수입 실적","","452",
"독일","마그네사이트(MT)","수입물량","수입 실적","","61",
"독일","석      고(MT)","수입%","수입 실적","","0",
"독일","석      고(MT)","수입금액","수입 실적","","160",
"독일","석      고(MT)","수입물량","수입 실적","","165",
"독일","붕  소  광(MT)","수입%","수입 실적","","0",
"독일","붕  소  광(MT)","수입금액","수입 실적","","0",
"독일","붕  소  광(MT)","수입물량","수입 실적","","0",
"독일","금  강  석(Kg)","수입%","수입 실적","","0",
"독일","금  강  석(Kg)","수입금액","수입 실적","","6",
"독일","금  강  석(Kg)","수입물량","수입 실적","","2",
"독일","기타비금속(MT)","수입%","수입 실적","","0",
"독일","기타비금속(MT)","수입금액","수입 실적","","132",
"독일","기타비금속(MT)","수입물량","수입 실적","","32",
"독일","토      탄(MT)","수입%","수입 실적","","1",
"독일","토      탄(MT)","수입금액","수입 실적","","251",
"독일","토      탄(MT)","수입물량","수입 실적","","821",
"라오스","합계(MT)","수입%","수입 실적","","2",
"라오스","합계(MT)","수입금액","수입 실적","","0",
"라오스","합계(MT)","수입물량","수입 실적","","0",
"라오스","기타  금속(MT)","수입%","수입 실적","","2",
"라오스","기타  금속(MT)","수입금액","수입 실적","","0",
"라오스","기타  금속(MT)","수입물량","수입 실적","","0",
"라오스","유      황(MT)","수입%","수입 실적","","0",
"라오스","유      황(MT)","수입금액","수입 실적","","0",
"라오스","유      황(MT)","수입물량","수입 실적","","0",
"라이베리아","합계(MT)","수입%","수입 실적","","0",
"라이베리아","합계(MT)","수입금액","수입 실적","","0",
"라이베리아","합계(MT)","수입물량","수입 실적","","0",
"라이베리아","기타비금속(MT)","수입%","수입 실적","","0",
"라이베리아","기타비금속(MT)","수입금액","수입 실적","","0",
"라이베리아","기타비금속(MT)","수입물량","수입 실적","","0",
"라트비아","합계(MT)","수입%","수입 실적","","61",
"라트비아","합계(MT)","수입금액","수입 실적","","11553",
"라트비아","합계(MT)","수입물량","수입 실적","","46786",
"라트비아","철      광(MT)","수입%","수입 실적","","0",
"라트비아","철      광(MT)","수입금액","수입 실적","","0",
"라트비아","철      광(MT)","수입물량","수입 실적","","0",
"라트비아","티 타 늄광(MT)","수입%","수입 실적","","0",
"라트비아","티 타 늄광(MT)","수입금액","수입 실적","","0",
"라트비아","티 타 늄광(MT)","수입물량","수입 실적","","0",
"라트비아","기타  석탄(MT)","수입%","수입 실적","","0",
"라트비아","기타  석탄(MT)","수입금액","수입 실적","","0",
"라트비아","기타  석탄(MT)","수입물량","수입 실적","","0",
"라트비아","토      탄(MT)","수입%","수입 실적","","61",
"라트비아","토      탄(MT)","수입금액","수입 실적","","11553",
"라트비아","토      탄(MT)","수입물량","수입 실적","","46786",
"러시아 연방","석 재(MT)","수입%","수입 실적","","0",
"러시아 연방","석 재(MT)","수입금액","수입 실적","","0",
"러시아 연방","석 재(MT)","수입물량","수입 실적","","0",
"러시아 연방","합계(MT)","수입%","수입 실적","","87",
"러시아 연방","합계(MT)","수입금액","수입 실적","","4554294",
"러시아 연방","합계(MT)","수입물량","수입 실적","","26909404",
"러시아 연방","은      광(Kg)","수입%","수입 실적","","9",
"러시아 연방","은      광(Kg)","수입금액","수입 실적","","32494",
"러시아 연방","은      광(Kg)","수입물량","수입 실적","","4512",
"러시아 연방","연      광(MT)","수입%","수입 실적","","4",
"러시아 연방","연      광(MT)","수입금액","수입 실적","","59199",
"러시아 연방","연      광(MT)","수입물량","수입 실적","","33703",
"러시아 연방","아  연  광(MT)","수입%","수입 실적","","1",
"러시아 연방","아  연  광(MT)","수입금액","수입 실적","","19986",
"러시아 연방","아  연  광(MT)","수입물량","수입 실적","","20610",
"러시아 연방","철      광(MT)","수입%","수입 실적","","0",
"러시아 연방","철      광(MT)","수입금액","수입 실적","","12533",
"러시아 연방","철      광(MT)","수입물량","수입 실적","","70298",
"러시아 연방","활      석(MT)","수입%","수입 실적","","0",
"러시아 연방","활      석(MT)","수입금액","수입 실적","","0",
"러시아 연방","활      석(MT)","수입물량","수입 실적","","0",
"러시아 연방","고  령  토(MT)","수입%","수입 실적","","0",
"러시아 연방","고  령  토(MT)","수입금액","수입 실적","","183",
"러시아 연방","고  령  토(MT)","수입물량","수입 실적","","658",
"러시아 연방","석  회  석(MT)","수입%","수입 실적","","0",
"러시아 연방","석  회  석(MT)","수입금액","수입 실적","","0",
"러시아 연방","석  회  석(MT)","수입물량","수입 실적","","0",
"러시아 연방","규      사(MT)","수입%","수입 실적","","0",
"러시아 연방","규      사(MT)","수입금액","수입 실적","","0",
"러시아 연방","규      사(MT)","수입물량","수입 실적","","1",
"러시아 연방","운      모(MT)","수입%","수입 실적","","0",
"러시아 연방","운      모(MT)","수입금액","수입 실적","","0",
"러시아 연방","운      모(MT)","수입물량","수입 실적","","0",
"러시아 연방","남  정  석(MT)","수입%","수입 실적","","3",
"러시아 연방","남  정  석(MT)","수입금액","수입 실적","","49",
"러시아 연방","남  정  석(MT)","수입물량","수입 실적","","0",
"러시아 연방","마그네사이트(MT)","수입%","수입 실적","","0",
"러시아 연방","마그네사이트(MT)","수입금액","수입 실적","","0",
"러시아 연방","마그네사이트(MT)","수입물량","수입 실적","","0",
"러시아 연방","석      고(MT)","수입%","수입 실적","","0",
"러시아 연방","석      고(MT)","수입금액","수입 실적","","0",
"러시아 연방","석      고(MT)","수입물량","수입 실적","","0",
"러시아 연방","기타비금속(MT)","수입%","수입 실적","","2",
"러시아 연방","기타비금속(MT)","수입금액","수입 실적","","1861",
"러시아 연방","기타비금속(MT)","수입물량","수입 실적","","13091",
"러시아 연방","무  연  탄(MT)","수입%","수입 실적","","45",
"러시아 연방","무  연  탄(MT)","수입금액","수입 실적","","456162",
"러시아 연방","무  연  탄(MT)","수입물량","수입 실적","","2195253",
"러시아 연방","유  연  탄(MT)","수입%","수입 실적","","21",
"러시아 연방","유  연  탄(MT)","수입금액","수입 실적","","3971661",
"러시아 연방","유  연  탄(MT)","수입물량","수입 실적","","24574678",
"러시아 연방","토      탄(MT)","수입%","수입 실적","","1",
"러시아 연방","토      탄(MT)","수입금액","수입 실적","","166",
"러시아 연방","토      탄(MT)","수입물량","수입 실적","","1106",
"레바논","합계(MT)","수입%","수입 실적","","0",
"레바논","합계(MT)","수입금액","수입 실적","","0",
"레바논","합계(MT)","수입물량","수입 실적","","0",
"레바논","석      고(MT)","수입%","수입 실적","","0",
"레바논","석      고(MT)","수입금액","수입 실적","","0",
"레바논","석      고(MT)","수입물량","수입 실적","","0",
"루마니아","석 재(MT)","수입%","수입 실적","","0",
"루마니아","석 재(MT)","수입금액","수입 실적","","0",
"루마니아","석 재(MT)","수입물량","수입 실적","","0",
"루마니아","합계(MT)","수입%","수입 실적","","1",
"루마니아","합계(MT)","수입금액","수입 실적","","35923",
"루마니아","합계(MT)","수입물량","수입 실적","","22914",
"루마니아","금      광(Kg)","수입%","수입 실적","","0",
"루마니아","금      광(Kg)","수입금액","수입 실적","","0",
"루마니아","금      광(Kg)","수입물량","수입 실적","","0",
"루마니아","동      광(MT)","수입%","수입 실적","","1",
"루마니아","동      광(MT)","수입금액","수입 실적","","35923",
"루마니아","동      광(MT)","수입물량","수입 실적","","22914",
"룩셈부르그","합계(MT)","수입%","수입 실적","","0",
"룩셈부르그","합계(MT)","수입금액","수입 실적","","0",
"룩셈부르그","합계(MT)","수입물량","수입 실적","","0",
"룩셈부르그","토상  흑연(MT)","수입%","수입 실적","","0",
"룩셈부르그","토상  흑연(MT)","수입금액","수입 실적","","0",
"룩셈부르그","토상  흑연(MT)","수입물량","수입 실적","","0",
"르완다","합계(MT)","수입%","수입 실적","","35",
"르완다","합계(MT)","수입금액","수입 실적","","285",
"르완다","합계(MT)","수입물량","수입 실적","","20",
"르완다","텅 스 텐광(MT)","수입%","수입 실적","","32",
"르완다","텅 스 텐광(MT)","수입금액","수입 실적","","284",
"르완다","텅 스 텐광(MT)","수입물량","수입 실적","","20",
"르완다","니 오 븀광(MT)","수입%","수입 실적","","3",
"르완다","니 오 븀광(MT)","수입금액","수입 실적","","1",
"르완다","니 오 븀광(MT)","수입물량","수입 실적","","0",
"리투아니아","합계(MT)","수입%","수입 실적","","9",
"리투아니아","합계(MT)","수입금액","수입 실적","","1613",
"리투아니아","합계(MT)","수입물량","수입 실적","","5595",
"리투아니아","토      탄(MT)","수입%","수입 실적","","9",
"리투아니아","토      탄(MT)","수입금액","수입 실적","","1613",
"리투아니아","토      탄(MT)","수입물량","수입 실적","","5595",
"리히텐슈타인","합계(MT)","수입%","수입 실적","","0",
"리히텐슈타인","합계(MT)","수입금액","수입 실적","","2",
"리히텐슈타인","합계(MT)","수입물량","수입 실적","","0",
"리히텐슈타인","석      고(MT)","수입%","수입 실적","","0",
"리히텐슈타인","석      고(MT)","수입금액","수입 실적","","2",
"리히텐슈타인","석      고(MT)","수입물량","수입 실적","","0",
"마다카스카르","합계(MT)","수입%","수입 실적","","1",
"마다카스카르","합계(MT)","수입금액","수입 실적","","52",
"마다카스카르","합계(MT)","수입물량","수입 실적","","98",
"마다카스카르","인상  흑연(MT)","수입%","수입 실적","","0",
"마다카스카르","인상  흑연(MT)","수입금액","수입 실적","","14",
"마다카스카르","인상  흑연(MT)","수입물량","수입 실적","","18",
"마다카스카르","규      사(MT)","수입%","수입 실적","","0",
"마다카스카르","규      사(MT)","수입금액","수입 실적","","0",
"마다카스카르","규      사(MT)","수입물량","수입 실적","","0",
"마다카스카르","유      황(MT)","수입%","수입 실적","","0",
"마다카스카르","유      황(MT)","수입금액","수입 실적","","0",
"마다카스카르","유      황(MT)","수입물량","수입 실적","","0",
